variant,feature_family,signal_model_family,regime_drawdown_threshold,regime_drawdown_floor,state_scale_slope_min,state_scale_slope_max,state_deadband_relaxation,state_deadband_min_ratio,scenario,seed,transaction_cost_bps,path_bootstrap_reps,path_bootstrap_robust_min_p05,case_slack,breach,mean_test_relative,mean_validation_relative,mean_turnover
v39_bandaware_mild,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.35,0.65,baseline_b20_s4242,5,22.0,300,-0.004933020733574611,0.0020669792664253887,False,0.0022457713867576777,0.009241214204839254,0.000296643214346233
v39_bandaware_mild,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.35,0.65,baseline_b20_s4242,5,25.0,300,-0.005066552307076711,0.0019334476929232895,False,0.0021629753329970745,0.009001324728572601,0.000296643214346233
v39_bandaware_mild,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.35,0.65,baseline_b20_s4242,17,22.0,300,-0.005438439140890566,0.0015615608591094338,False,0.0022457713867576777,0.009241214204839254,0.000296643214346233
v39_bandaware_mild,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.35,0.65,baseline_b20_s4242,17,25.0,300,-0.005538215344829183,0.0014617846551708167,False,0.0021629753329970745,0.009001324728572601,0.000296643214346233
v39_bandaware_mild,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.35,0.65,altblock_b16_s4242,5,22.0,300,-0.006758905068541571,0.00024109493145842934,False,0.0022457713867576777,0.009241214204839254,0.000296643214346233
v39_bandaware_mild,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.35,0.65,altblock_b16_s4242,5,25.0,300,-0.006986399583781944,1.3600416218056445e-05,False,0.0021629753329970745,0.009001324728572601,0.000296643214346233
v39_bandaware_mild,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.35,0.65,altblock_b16_s4242,17,22.0,300,-0.005417813103800878,0.001582186896199122,False,0.0022457713867576777,0.009241214204839254,0.000296643214346233
v39_bandaware_mild,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.35,0.65,altblock_b16_s4242,17,25.0,300,-0.005551400419626739,0.0014485995803732608,False,0.0021629753329970745,0.009001324728572601,0.000296643214346233
v39_bandaware_mild,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.35,0.65,altseed_b20_s5252,5,22.0,300,-0.004987208797460168,0.002012791202539832,False,0.0022457713867576777,0.009241214204839254,0.000296643214346233
v39_bandaware_mild,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.35,0.65,altseed_b20_s5252,5,25.0,300,-0.005065589607333254,0.0019344103926667465,False,0.0021629753329970745,0.009001324728572601,0.000296643214346233
v39_bandaware_mild,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.35,0.65,altseed_b20_s5252,17,22.0,300,-0.006088755628297254,0.0009112443717027461,False,0.0022457713867576777,0.009241214204839254,0.000296643214346233
v39_bandaware_mild,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.35,0.65,altseed_b20_s5252,17,25.0,300,-0.006231764018310387,0.0007682359816896132,False,0.0021629753329970745,0.009001324728572601,0.000296643214346233
v39_bandaware_mild,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.35,0.65,deepcheck_b12_s8080,5,22.0,300,-0.006541509856273447,0.000458490143726553,False,0.0022457713867576777,0.009241214204839254,0.000296643214346233
v39_bandaware_mild,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.35,0.65,deepcheck_b12_s8080,5,25.0,300,-0.006677585520817697,0.00032241447918230325,False,0.0021629753329970745,0.009001324728572601,0.000296643214346233
v39_bandaware_mild,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.35,0.65,deepcheck_b12_s8080,17,22.0,300,-0.0064450268758936,0.0005549731241063999,False,0.0022457713867576777,0.009241214204839254,0.000296643214346233
v39_bandaware_mild,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.35,0.65,deepcheck_b12_s8080,17,25.0,300,-0.006514379469494386,0.00048562053050561424,False,0.0021629753329970745,0.009001324728572601,0.000296643214346233
v39_bandaware_relaxed,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.55,0.5,baseline_b20_s4242,5,22.0,300,-0.005900816982667823,0.0010991830173321775,False,0.0033703371720768425,0.008474762990516327,0.0002807942752985692
v39_bandaware_relaxed,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.55,0.5,baseline_b20_s4242,5,25.0,300,-0.0013007236112003771,0.005699276388799623,False,0.0036051536502965664,0.007842604536463637,0.00021113091839133598
v39_bandaware_relaxed,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.55,0.5,baseline_b20_s4242,17,22.0,300,-0.006205243874682048,0.000794756125317952,False,0.0033703371720768425,0.008474762990516327,0.0002807942752985692
v39_bandaware_relaxed,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.55,0.5,baseline_b20_s4242,17,25.0,300,-0.0012104574989151406,0.005789542501084859,False,0.0036051536502965664,0.007842604536463637,0.00021113091839133598
v39_bandaware_relaxed,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.55,0.5,altblock_b16_s4242,5,22.0,300,-0.007362615801234429,-0.0003626158012344288,True,0.0033703371720768425,0.008474762990516327,0.0002807942752985692
v39_bandaware_relaxed,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.55,0.5,altblock_b16_s4242,5,25.0,300,-0.002483555946009031,0.004516444053990969,False,0.0036051536502965664,0.007842604536463637,0.00021113091839133598
v39_bandaware_relaxed,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.55,0.5,altblock_b16_s4242,17,22.0,300,-0.006547621638739298,0.0004523783612607017,False,0.0033703371720768425,0.008474762990516327,0.0002807942752985692
v39_bandaware_relaxed,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.55,0.5,altblock_b16_s4242,17,25.0,300,-0.001612247895926472,0.005387752104073528,False,0.0036051536502965664,0.007842604536463637,0.00021113091839133598
v39_bandaware_relaxed,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.55,0.5,altseed_b20_s5252,5,22.0,300,-0.0058907379541570885,0.0011092620458429117,False,0.0033703371720768425,0.008474762990516327,0.0002807942752985692
v39_bandaware_relaxed,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.55,0.5,altseed_b20_s5252,5,25.0,300,-0.001364633437738244,0.005635366562261756,False,0.0036051536502965664,0.007842604536463637,0.00021113091839133598
v39_bandaware_relaxed,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.55,0.5,altseed_b20_s5252,17,22.0,300,-0.006382783030295547,0.0006172169697044533,False,0.0033703371720768425,0.008474762990516327,0.0002807942752985692
v39_bandaware_relaxed,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.55,0.5,altseed_b20_s5252,17,25.0,300,-0.0013837257630485377,0.005616274236951463,False,0.0036051536502965664,0.007842604536463637,0.00021113091839133598
v39_bandaware_relaxed,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.55,0.5,deepcheck_b12_s8080,5,22.0,300,-0.007523747784776219,-0.0005237477847762186,True,0.0033703371720768425,0.008474762990516327,0.0002807942752985692
v39_bandaware_relaxed,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.55,0.5,deepcheck_b12_s8080,5,25.0,300,-0.0024629932532977514,0.004537006746702248,False,0.0036051536502965664,0.007842604536463637,0.00021113091839133598
v39_bandaware_relaxed,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.55,0.5,deepcheck_b12_s8080,17,22.0,300,-0.007108459290519953,-0.0001084592905199527,True,0.0033703371720768425,0.008474762990516327,0.0002807942752985692
v39_bandaware_relaxed,baseline,state_scaled_linear,-0.1,-0.22,-1.2,0.3,0.55,0.5,deepcheck_b12_s8080,17,25.0,300,-0.001996139370862154,0.005003860629137847,False,0.0036051536502965664,0.007842604536463637,0.00021113091839133598
