variant,scenario,envelope,path_bootstrap_block_size,path_bootstrap_seed,seed,transaction_cost_bps,mean_test_relative,robust_min_test_relative,mean_turnover,mean_executed_step_rate,worst_daily_relative_return,worst_relative_drawdown,path_bootstrap_robust_min_p05
v25r_n8,random_holdout_b18_p11802,random_holdout,18,11802,11,25,0.005195956249227418,0.003287241307322386,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.00615848550879,-0.005455177407330308
v25r_n8,random_holdout_b18_p11802,random_holdout,18,11802,17,25,0.005195956249227418,0.003287241307322386,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.00615848550879,-0.004702704357372756
v25r_n8,random_holdout_b18_p11802,random_holdout,18,11802,29,25,0.005195956249227418,0.003287241307322386,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.00615848550879,-0.004671538801745944
v25r_n8,random_train_b13_p8083,random_train,13,8083,5,22,0.005384220548819973,0.003339607721937199,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0061258173939277,-0.004984368364697861
v25r_n8,random_train_b13_p8083,random_train,13,8083,11,22,0.005384220548819973,0.003339607721937199,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0061258173939277,-0.0052856364830386965
v25r_n8,random_train_b13_p8083,random_train,13,8083,17,22,0.005384220548819973,0.003339607721937199,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0061258173939277,-0.005419643425305037
v25r_n8,random_train_b13_p8083,random_train,13,8083,29,22,0.005384220548819973,0.003339607721937199,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0061258173939277,-0.004929687106599301
v25r_n8,random_train_b13_p8083,random_train,13,8083,5,25,0.005195956249227418,0.003287241307322386,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.00615848550879,-0.005167791773217289
v25r_n8,random_train_b13_p8083,random_train,13,8083,11,25,0.005195956249227418,0.003287241307322386,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.00615848550879,-0.005693962295446086
v25r_n8,random_train_b13_p8083,random_train,13,8083,17,25,0.005195956249227418,0.003287241307322386,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.00615848550879,-0.005806968400120288
v25r_n8,random_train_b13_p8083,random_train,13,8083,29,25,0.005195956249227418,0.003287241307322386,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.00615848550879,-0.005238819715184945
v25r_n8,random_train_b14_p8696,random_train,14,8696,5,22,0.005384220548819973,0.003339607721937199,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0061258173939277,-0.005550954056833329
v25r_n8,random_train_b14_p8696,random_train,14,8696,11,22,0.005384220548819973,0.003339607721937199,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0061258173939277,-0.004887693023958489
